time,a_avg_voltage,b_avg_voltage,c_avg_voltage,a_avg_current,b_avg_current,c_avg_current
2026-01-05 08:14:00,5.662817007043923,100.14892820464874,2356.8490543469857,12.948551506000593,9.053342013542848,1.4348431601363112
2026-01-05 08:15:00,2.7378388069776394,100.23430454600854,2356.7527798145984,8.010911289618724,10.024862269188755,2.480978875646324
2026-01-05 08:16:00,6.632372612450304,103.6782816534297,2369.504049534378,4.920820947472528,11.027077963316927,3.520585318550963
2026-01-05 08:17:00,7.045905305839602,100.17172314306615,2312.5924433230607,4.630812946905852,11.948833471473634,4.486920689664055
2026-01-05 08:18:00,0.7561312105541571,101.95621891693662,2361.338836609418,4.759728444444819,13.321097021413848,5.452558019010499
2026-01-05 08:19:00,2.1675144561375337,103.09829932629115,2346.6165515470975,13.503646345205075,13.998455147081874,6.478719139322636
2026-01-05 08:20:00,5.278076940993644,101.75075251158083,2344.148465463593,4.924667707138144,15.205885617192367,7.511539463274139
2026-01-05 08:21:00,4.312112833563816,99.24518539479801,2332.8729359529243,4.806016800062468,15.953367658793884,8.53305275884295
2026-01-05 08:22:00,4.963454319853549,98.48047705523808,2351.2329733154515,4.83395622821623,17.05640664224039,9.605350032517604
2026-01-05 08:23:00,3.1444688843599664,101.0656529338432,2348.2403759488334,4.767257024996185,18.076779208344014,10.686618608445796
2026-01-05 08:24:00,6.912856129261951,102.21690716508608,2350.0157306069073,15.048183838094943,19.241946087883086,11.613953055682115
2026-01-05 08:25:00,6.691843867627569,100.8326181310459,2326.1162481961296,4.829580582724971,20.140710603745223,12.499329445100853
2026-01-05 08:26:00,5.1436291965183525,101.71477344735789,2360.3665388359036,5.031695160999278,21.010507353435496,13.426599980212162
2026-01-05 08:27:00,7.451961811990505,103.44818840444601,2342.820877557498,4.80142401392552,22.087313848425037,14.47099147689008
2026-01-05 08:28:00,6.016920821262456,101.36230735481936,2326.175681699734,12.732838282276488,9.22008127601574,1.5156761183804468
2026-01-05 08:29:00,3.130877143865165,99.00371830126159,2347.6101038096685,8.04558433097437,10.207449748677197,2.4667604164281474
2026-01-05 08:30:00,5.802102367375117,100.56477656138863,2343.156032537356,4.836243922365374,11.047976499397071,3.4740606748593503
2026-01-05 08:31:00,2.9142498474317082,102.33827845552008,2359.2332369385254,4.540872411970181,11.973586698165652,4.550669888723075
2026-01-05 08:32:00,6.910794760892792,100.38439369756044,2347.349869545353,5.006292917713244,13.050407135630183,5.4842490823243155
2026-01-05 08:33:00,4.891401745775072,102.71016389848477,2329.838688318917,13.376360494706718,14.17300154406227,6.524970184314244
2026-01-05 08:34:00,4.597889561625883,100.81508270510886,2340.9064369960633,4.7389564520483916,14.947142229217247,7.482280079354757
2026-01-05 08:35:00,3.5188500657943877,100.52415886295718,2324.375987063213,4.734037483438156,16.093918224799847,8.342240886393657
2026-01-05 08:36:00,7.65925753732092,99.66504391078189,2380.8514558751867,4.721793024464181,16.996878894318836,9.342106611706777
2026-01-05 08:37:00,4.663869288562905,100.3223905329352,2384.0221620438188,4.753338415240331,18.064894216061916,10.529659541547664
2026-01-05 08:38:00,4.068306360284803,100.39951444442347,2386.410360092082,15.191237110985256,19.157439897254708,11.492881097489567
2026-01-05 08:39:00,4.234043243646029,98.09937617046442,2346.798053563254,4.8211458401094465,20.10399720769911,12.510981216150563
2026-01-05 08:40:00,6.157872678075006,99.58978718800857,2384.0103337891837,4.894351022119493,21.174512209062183,13.521648711367156
2026-01-05 08:41:00,5.794909629545446,98.59553110585371,2366.4581027146464,4.685938200957638,22.223637702479266,14.517000538573464
2026-01-05 08:42:00,14.51977112115914,,,0.014882783463732596,,
2026-01-05 08:43:00,238.00511677735778,236.0312416268957,225.47444700202678,13.782551798547187,19.619208950288343,12.530344785356455
2026-01-05 08:44:00,241.9464866660436,238.60261366871833,234.88849608525553,13.3527742097189,19.24984844047849,12.024595860699621
2026-01-05 08:45:00,235.8669708376214,238.74030268298577,240.09937325728202,22.367346737901254,19.284195603353908,12.129729604627755
2026-01-05 08:46:00,236.14977564199282,237.99879875762355,245.23557268989003,14.03707214563747,19.895984843765085,12.646407636315963
2026-01-05 08:47:00,234.72489113512802,234.9818384804107,237.79777159631817,21.719810094622726,27.64313909432801,14.532066259371787
2026-01-05 08:48:00,238.24287119330876,236.8895045413493,230.73308314198096,16.27091333004641,21.46733603860912,14.92229630340958
2026-01-05 08:49:00,239.2767272493548,235.23992876645764,264.3205762010458,15.686807508272018,21.10801309470617,14.448277123471714
2026-01-05 08:50:00,232.46114283064168,236.96714108860417,235.72017870550485,22.98189545446681,19.737859702961934,13.100443763127487
2026-01-05 08:51:00,235.23150151531496,237.89932957798425,234.48628281324054,15.005317439138672,19.35524735561213,12.563492040986144
2026-01-05 08:52:00,235.38359815922098,238.47560053100125,233.75836214582438,14.055086771812363,19.29052444941403,12.620760422242036
2026-01-05 08:53:00,238.7291617781906,237.90285898384465,235.79465888621584,14.946192288341125,20.074925869779804,13.560071963252163
2026-01-05 08:54:00,238.90571772920308,238.90051857383708,211.0536621120565,16.47291525148594,21.45378134818557,14.935051171976994
2026-01-05 08:55:00,238.16046277449007,238.02853140005462,218.34666036935295,25.15570620705962,21.544677719716272,15.063330791635634
2026-01-05 08:56:00,236.0123911140811,237.12470143987557,286.23948967907154,15.809747397075464,21.266232442686064,14.639731223786566
2026-01-05 08:57:00,237.71199457867755,238.203340681544,205.1963128582276,14.861046522025555,20.107999797573438,13.45565868509645
2026-01-05 08:58:00,237.8338135992951,238.53497110149667,243.40550553471996,14.103148155148693,19.438269012917658,12.729175513362424
2026-01-05 08:59:00,237.8286888628474,236.44502680856428,244.53667204996577,14.517147613841875,21.074081283411033,13.089100588964307
2026-01-05 09:00:00,238.71652162588668,237.60178338221004,257.7291769992197,26.86853054474785,24.439980825335976,15.105547044458417
2026-01-05 09:01:00,237.3743624072094,236.33462901404116,245.0250090235866,22.830543158803053,29.532902438522132,15.160059564319814
2026-01-05 09:02:00,238.5017647953291,234.09186224248307,274.7313759832628,16.298030454455944,22.997849872565435,15.183009954784382
2026-01-05 09:03:00,233.26499719691964,233.28432663146083,238.21687770742489,15.890794448641717,22.24151502698426,14.224973487937048
2026-01-05 09:04:00,237.70588911469113,235.2117469951879,264.22904052052684,15.073909224440147,21.78363896007935,13.419828516152359
2026-01-05 09:05:00,237.90517072206646,237.36539085186234,258.20152311410567,24.96582139058784,23.165304623031705,13.63650395972191
2026-01-05 09:06:00,233.5644118033301,234.71928413734574,267.9214436904211,15.506524448004892,21.505713113225966,13.496186517972438
